userId,answer,movieName,ImdbId,ImdbRate,year,numVotes
5413182,Star Wars: Episode V - The Empire Strikes Back_1980,Star Wars: Episode V - The Empire Strikes Back,tt0080684,8.8,1980,"680,154"
5413182,Star Wars: Episode VI - Return of the Jedi_1983,Star Wars: Episode VI - Return of the Jedi,tt0086190,8.4,1983,"540,289"
5413182,Harry Potter and the Deathly Hallows: Part 2_2011,Harry Potter and the Deathly Hallows: Part 2,tt1201607,8.1,2011,"449,395"
5413182,Star Wars: Episode I - The Phantom Menace_1999,Star Wars: Episode I - The Phantom Menace,tt0120915,6.6,1999,"437,480"
5413182,Star Wars: Episode III - Revenge of the Sith_2005,Star Wars: Episode III - Revenge of the Sith,tt0121766,7.7,2005,"424,519"
5413182,Harry Potter and the Sorcerer's Stone_2001,Harry Potter and the Sorcerer's Stone,tt0241527,7.5,2001,"384,613"
5413182,Star Wars: Episode II - Attack of the Clones_2002,Star Wars: Episode II - Attack of the Clones,tt0121765,6.7,2002,"375,015"
5413182,Harry Potter and the Chamber of Secrets_2002,Harry Potter and the Chamber of Secrets,tt0295297,7.3,2002,"335,244"
5413182,Harry Potter and the Goblet of Fire_2005,Harry Potter and the Goblet of Fire,tt0330373,7.6,2005,"334,149"
5413182,Harry Potter and the Prisoner of Azkaban_2004,Harry Potter and the Prisoner of Azkaban,tt0304141,7.8,2004,"328,539"
5413182,Harry Potter and the Order of the Phoenix_2007,Harry Potter and the Order of the Phoenix,tt0373889,7.4,2007,"306,096"
5413182,Harry Potter and the Deathly Hallows: Part 1_2010,Harry Potter and the Deathly Hallows: Part 1,tt0926084,7.7,2010,"281,163"
5413182,Harry Potter and the Half-Blood Prince_2009,Harry Potter and the Half-Blood Prince,tt0417741,7.5,2009,"272,868"
058829af,The Godfather_1972,The Godfather,tt0068646,9.2,1972,"999,414"
058829af,American Beauty_1999,American Beauty,tt0169547,8.4,1999,"716,605"
058829af,The Usual Suspects_1995,The Usual Suspects,tt0114814,8.7,1995,"637,981"
058829af,Trainspotting_1996,Trainspotting,tt0117951,8.2,1996,"409,302"
058829af,Secret Window_2004,Secret Window,tt0363988,6.6,2004,"132,346"
058829af,From Hell_2001,From Hell,tt0120681,6.8,2001,"114,265"
058829af,The Life of David Gale_2003,The Life of David Gale,tt0289992,7.5,2003,"79,784"
058829af,Lolita_1997,Lolita,tt0119558,6.9,1997,"32,997"
058829af,Sid and Nancy_1986,Sid and Nancy,tt0091954,7.1,1986,"21,422"
058829af,Child 44_2015,Child 44,tt1014763,6.4,2015,"4,939"
06652fad,The Hunger Games_2012,The Hunger Games,tt1392170,7.3,2012,"614,597"
06652fad,X-Men: First Class_2011,X-Men: First Class,tt1270798,7.8,2011,"440,155"
06652fad,The Hunger Games: Catching Fire_2013,The Hunger Games: Catching Fire,tt1951264,7.7,2013,"420,782"
06652fad,X-Men: Days of Future Past_2014,X-Men: Days of Future Past,tt1877832,8.1,2014,"400,431"
06652fad,X-Men: The Last Stand_2006,X-Men: The Last Stand,tt0376994,6.8,2006,"330,441"
06652fad,X-Men Origins: Wolverine_2009,X-Men Origins: Wolverine,tt0458525,6.7,2009,"304,498"
06652fad,The Wolverine_2013,The Wolverine,tt1430132,6.7,2013,"275,292"
06652fad,The Hunger Games: Mockingjay - Part 1_2014,The Hunger Games: Mockingjay - Part 1,tt1951265,6.8,2014,"202,361"
06652fad,Percy Jackson & the Olympians: The Lightning Thief_2010,Percy Jackson & the Olympians: The Lightning Thief,tt0814255,5.9,2010,"125,101"
06652fad,Percy Jackson: Sea of Monsters_2013,Percy Jackson: Sea of Monsters,tt1854564,5.9,2013,"74,502"
06652fad,Journey 2: The Mysterious Island_2012,Journey 2: The Mysterious Island,tt1397514,5.8,2012,"59,097"
0681186a,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
0681186a,The Matrix_1999,The Matrix,tt0133093,8.7,1999,"1,040,274"
0681186a,Django Unchained_2012,Django Unchained,tt1853728,8.5,2012,"773,733"
0681186a,The Departed_2006,The Departed,tt0407887,8.5,2006,"740,755"
0681186a,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
0681186a,Shutter Island_2010,Shutter Island,tt1130884,8.1,2010,"645,191"
0681186a,The Wolf of Wall Street_2013,The Wolf of Wall Street,tt0993846,8.2,2013,"589,883"
0681186a,The Matrix Reloaded_2003,The Matrix Reloaded,tt0234215,7.2,2003,"384,694"
0681186a,The Great Gatsby_2013,The Great Gatsby,tt1343092,7.3,2013,"312,335"
0681186a,Gangs of New York_2002,Gangs of New York,tt0217505,7.5,2002,"277,271"
0681186a,Speed_1994,Speed,tt0111257,7.2,1994,"236,168"
0681186a,John Wick_2014,John Wick,tt2911666,7.2,2014,"160,034"
0681186a,The Day the Earth Stood Still_2008,The Day the Earth Stood Still,tt0970416,5.5,2008,"129,816"
0681186a,J. Edgar_2011,J. Edgar,tt1616195,6.6,2011,"92,155"
0681186a,Sweet November_2001,Sweet November,tt0230838,6.7,2001,"64,084"
0681186a,Johnny Mnemonic_1995,Johnny Mnemonic,tt0113481,5.5,1995,"52,655"
06920ac5,The Dark Knight_2008,The Dark Knight,tt0468569,9,2008,"1,427,825"
06920ac5,The Dark Knight Rises_2012,The Dark Knight Rises,tt1345836,8.5,2012,"964,005"
06920ac5,Pacific Rim_2013,Pacific Rim,tt1663662,7,2013,"327,781"
06920ac5,Saw_2004,Saw,tt0387564,7.7,2004,"264,718"
06920ac5,2 Fast 2 Furious_2003,2 Fast 2 Furious,tt0322259,5.8,2003,"161,781"
06920ac5,Saw IV_2007,Saw IV,tt0890870,5.9,2007,"99,015"
06920ac5,Final Destination 3_2006,Final Destination 3,tt0414982,5.8,2006,"91,459"
06920ac5,Hercules_2014,Hercules,tt1267297,6.1,2014,"91,192"
06920ac5,Final Destination 5_2011,Final Destination 5,tt1622979,5.9,2011,"74,819"
06920ac5,Mission Impossible Versus the Mob_1969,Mission Impossible Versus the Mob,tt0063310,6.7,1969,187
06bad0bb,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
06bad0bb,Eternal Sunshine of the Spotless Mind_2004,Eternal Sunshine of the Spotless Mind,tt0338013,8.4,2004,"573,653"
06bad0bb,Divergent_2014,Divergent,tt1840309,6.8,2014,"266,793"
06bad0bb,The Reader_2008,The Reader,tt0976051,7.6,2008,"172,191"
06bad0bb,Contagion_2011,Contagion,tt1598778,6.7,2011,"166,574"
06bad0bb,Finding Neverland_2004,Finding Neverland,tt0308644,7.8,2004,"163,565"
06bad0bb,The Holiday_2006,The Holiday,tt0457939,6.9,2006,"161,642"
06bad0bb,'Til There Was You_1997,'Til There Was You,tt0118523,4.7,1997,"2,239"
06bad0bb,#Stuck_2014,#Stuck,tt2075318,5.7,2014,327
06bad0bb,#NAME?,#NAME?,tt0022731,5.7,1932,124
06bad0bb,$1000 a Touchdown_1939,$1000 a Touchdown,tt0031011,5.7,1939,40
06bad0bb,#1 Serial Killer_2013,#1 Serial Killer,tt2346170,5.4,2013,28
08fa64d5,Jurassic Park_1993,Jurassic Park,tt0107290,8,1993,"482,758"
08fa64d5,Harry Potter and the Chamber of Secrets_2002,Harry Potter and the Chamber of Secrets,tt0295297,7.3,2002,"335,244"
08fa64d5,The Lost World: Jurassic Park_1997,The Lost World: Jurassic Park,tt0119567,6.5,1997,"224,351"
08fa64d5,The Royal Tenenbaums_2001,The Royal Tenenbaums,tt0265666,7.6,2001,"187,959"
08fa64d5,Jurassic Park III_2001,Jurassic Park III,tt0163025,5.9,2001,"176,068"
08fa64d5,The Life Aquatic with Steve Zissou_2004,The Life Aquatic with Steve Zissou,tt0362270,7.3,2004,"124,478"
08fa64d5,13 Eerie_2013,13 Eerie,tt2082152,4.5,2013,"1,664"
08fa64d5,Tammy and the Millionaire_1967,Tammy and the Millionaire,tt0062334,5.6,1967,109
08fa64d5,Batman Fights Dracula_1967,Batman Fights Dracula,tt0061386,6.5,1967,82
08fa64d5,Beyond the Rockies_1932,Beyond the Rockies,tt0022674,5.8,1932,48
0c10fa43,Scarface_1983,Scarface,tt0086250,8.3,1983,"461,952"
0c10fa43,The Matrix Reloaded_2003,The Matrix Reloaded,tt0234215,7.2,2003,"384,694"
0c10fa43,Speed_1994,Speed,tt0111257,7.2,1994,"236,168"
0c10fa43,Devil's Advocate_1997,Devil's Advocate,tt0118971,7.5,1997,"233,668"
0c10fa43,Constantine_2005,Constantine,tt0360486,6.9,2005,"210,670"
0c10fa43,Scent of a Woman_1992,Scent of a Woman,tt0105323,8,1992,"175,579"
0c10fa43,The Lake House_2006,The Lake House,tt0410297,6.8,2006,"105,082"
0c10fa43,The Recruit_2003,The Recruit,tt0292506,6.6,2003,"104,715"
0c10fa43,S1m0ne_2002,S1m0ne,tt0258153,6.1,2002,"49,101"
0c10fa43,The Humbling_2014,The Humbling,tt1568343,5.7,2014,"2,828"
0c78161a,The Usual Suspects_1995,The Usual Suspects,tt0114814,8.7,1995,"637,981"
0c78161a,Zombieland_2009,Zombieland,tt1156398,7.7,2009,"336,631"
0c78161a,The Boondock Saints_1999,The Boondock Saints,tt0144117,7.9,1999,"186,718"
0c78161a,Insidious_2010,Insidious,tt1591095,6.8,2010,"165,014"
0c78161a,Bridget Jones's Diary_2001,Bridget Jones's Diary,tt0243155,6.7,2001,"150,568"
0c78161a,Event Horizon_1997,Event Horizon,tt0119081,6.7,1997,"105,242"
0c78161a,Monster_2003,Monster,tt0340855,7.3,2003,"95,198"
0c78161a,Stir of Echoes_1999,Stir of Echoes,tt0164181,7,1999,"58,182"
0c78161a,Romy and Michele's High School Reunion_1997,Romy and Michele's High School Reunion,tt0120032,6.1,1997,"31,505"
0c78161a,Fight Club: Members Only_2006,Fight Club: Members Only,tt0456413,3.1,2006,999
0dd6305a,Batman Begins_2005,Batman Begins,tt0372784,8.3,2005,"821,557"
0dd6305a,The Godfather: Part II_1974,The Godfather: Part II,tt0071562,9.1,1974,"672,313"
0dd6305a,Jurassic Park_1993,Jurassic Park,tt0107290,8,1993,"482,758"
0dd6305a,Taxi Driver_1976,Taxi Driver,tt0075314,8.4,1976,"431,629"
0dd6305a,Heat_1995,Heat,tt0113277,8.3,1995,"379,523"
0dd6305a,The Untouchables_1987,The Untouchables,tt0094226,8,1987,"199,092"
0dd6305a,Ronin_1998,Ronin,tt0122690,7.3,1998,"135,749"
0dd6305a,Hannibal Rising_2007,Hannibal Rising,tt0367959,6.2,2007,"78,319"
0dd6305a,Eyes Wide Open_2009,Eyes Wide Open,tt1424327,7.3,2009,"4,294"
0dd6305a,'This Is Not an American Movie'_2011,'This Is Not an American Movie',tt1562401,5.5,2011,153
0e793f44,American Pie_1999,American Pie,tt0163651,7,1999,"288,712"
0e793f44,Fast & Furious 6_2013,Fast & Furious 6,tt1905041,7.2,2013,"261,083"
0e793f44,Fast Five_2011,Fast Five,tt1596343,7.3,2011,"249,041"
0e793f44,The Fast and the Furious_2001,The Fast and the Furious,tt0232500,6.7,2001,"236,324"
0e793f44,American Pie 2_2001,American Pie 2,tt0252866,6.4,2001,"181,833"
0e793f44,Fast & Furious_2009,Fast & Furious,tt1013752,6.6,2009,"172,013"
0e793f44,2 Fast 2 Furious_2003,2 Fast 2 Furious,tt0322259,5.8,2003,"161,781"
0e793f44,Furious Seven_2015,Furious Seven,tt2820852,7.7,2015,"156,854"
0e793f44,Hachi: A Dog's Tale_2009,Hachi: A Dog's Tale,tt1028532,8.2,2009,"115,285"
0e793f44,The First Time_2012,The First Time,tt1763303,7,2012,"36,560"
0e793f44,Born to Race_1988,Born to Race,tt0094785,4.1,1988,75
0ee59dbb,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
0ee59dbb,The Princess Bride_1987,The Princess Bride,tt0093779,8.2,1987,"258,322"
0ee59dbb,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe_2005","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,6.9,2005,"253,495"
0ee59dbb,The Chronicles of Narnia: Prince Caspian_2008,The Chronicles of Narnia: Prince Caspian,tt0499448,6.6,2008,"131,211"
0ee59dbb,The Chronicles of Narnia: The Voyage of the Dawn Treader_2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,tt0980970,6.4,2010,"91,892"
0ee59dbb,The Ten Commandments_1956,The Ten Commandments,tt0049833,7.9,1956,"43,504"
0ee59dbb,$5 a Day_2008,$5 a Day,tt1024733,6.4,2008,"2,544"
0ee59dbb,The Departure_1967,The Departure,tt0061605,6.9,1967,383
0ee59dbb,'38 - Vienna Before the Fall_1986,'38 - Vienna Before the Fall,tt0090554,6.7,1986,89
0ee59dbb,$1000 a Touchdown_1939,$1000 a Touchdown,tt0031011,5.7,1939,40
10,The Shawshank Redemption_1994,The Shawshank Redemption,tt0111161,9.3,1994,"1,455,954"
10,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
10,Fight Club_1999,Fight Club,tt0137523,8.9,1999,"1,138,655"
10,The Departed_2006,The Departed,tt0407887,8.5,2006,"740,755"
10,Inglourious Basterds_2009,Inglourious Basterds,tt0361748,8.3,2009,"727,507"
10,American History X_1998,American History X,tt0120586,8.6,1998,"675,090"
10,Shutter Island_2010,Shutter Island,tt1130884,8.1,2010,"645,191"
10,A Clockwork Orange_1971,A Clockwork Orange,tt0066921,8.4,1971,"475,718"
10,Trainspotting_1996,Trainspotting,tt0117951,8.2,1996,"409,302"
10,The Great Gatsby_2013,The Great Gatsby,tt1343092,7.3,2013,"312,335"
10,The Italian Job_2003,The Italian Job,tt0317740,7,2003,"259,928"
10,25th Hour_2002,25th Hour,tt0307901,7.7,2002,"140,501"
10,Il Postino: The Postman_1994,Il Postino: The Postman,tt0110877,7.8,1994,"24,000"
10,There's Only One Jimmy Grimble_2000,There's Only One Jimmy Grimble,tt0238660,6.6,2000,"2,828"
10,Ricomincio da tre_1981,Ricomincio da tre,tt0081427,7.6,1981,981
104,The Lord of the Rings: The Fellowship of the Ring_2001,The Lord of the Rings: The Fellowship of the Ring,tt0120737,8.8,2001,"1,069,059"
104,The Lord of the Rings: The Return of the King_2003,The Lord of the Rings: The Return of the King,tt0167260,8.9,2003,"1,043,272"
104,The Lord of the Rings: The Two Towers_2002,The Lord of the Rings: The Two Towers,tt0167261,8.7,2002,"939,530"
104,Harry Potter and the Deathly Hallows: Part 2_2011,Harry Potter and the Deathly Hallows: Part 2,tt1201607,8.1,2011,"449,395"
104,Harry Potter and the Sorcerer's Stone_2001,Harry Potter and the Sorcerer's Stone,tt0241527,7.5,2001,"384,613"
104,Harry Potter and the Chamber of Secrets_2002,Harry Potter and the Chamber of Secrets,tt0295297,7.3,2002,"335,244"
104,Harry Potter and the Goblet of Fire_2005,Harry Potter and the Goblet of Fire,tt0330373,7.6,2005,"334,149"
104,Harry Potter and the Prisoner of Azkaban_2004,Harry Potter and the Prisoner of Azkaban,tt0304141,7.8,2004,"328,539"
104,Harry Potter and the Order of the Phoenix_2007,Harry Potter and the Order of the Phoenix,tt0373889,7.4,2007,"306,096"
104,Harry Potter and the Deathly Hallows: Part 1_2010,Harry Potter and the Deathly Hallows: Part 1,tt0926084,7.7,2010,"281,163"
104,Harry Potter and the Half-Blood Prince_2009,Harry Potter and the Half-Blood Prince,tt0417741,7.5,2009,"272,868"
113,The Notebook_2004,The Notebook,tt0332280,7.9,2004,"347,351"
113,Gone with the Wind_1939,Gone with the Wind,tt0031381,8.2,1939,"188,334"
113,3 Godfathers_1948,3 Godfathers,tt0040064,7.2,1948,"5,619"
114,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
114,The Departed_2006,The Departed,tt0407887,8.5,2006,"740,755"
114,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
114,Shutter Island_2010,Shutter Island,tt1130884,8.1,2010,"645,191"
114,The Wolf of Wall Street_2013,The Wolf of Wall Street,tt0993846,8.2,2013,"589,883"
114,Catch Me If You Can_2002,Catch Me If You Can,tt0264464,8,2002,"420,866"
114,Blood Diamond_2006,Blood Diamond,tt0450259,8,2006,"351,208"
114,Body of Lies_2008,Body of Lies,tt0758774,7.1,2008,"156,901"
114,Nayakan_1987,Nayakan,tt0093603,8.9,1987,"5,234"
114,Bombay_1995,Bombay,tt0112553,8,1995,"5,046"
114,Anniyan_2005,Anniyan,tt0376127,8.1,2005,"4,767"
114,Yuva_2004,Yuva,tt0382383,7.5,2004,"4,191"
114,Roja_1992,Roja,tt0105271,8.2,1992,"3,745"
114,A Peck on the Cheek_2002,A Peck on the Cheek,tt0312859,8.5,2002,"3,286"
114,Raavan_2010,Raavan,tt1334470,5.3,2010,"3,081"
114,Thalapathi_1991,Thalapathi,tt0101649,8.5,1991,"2,696"
114,Pithamagan_2003,Pithamagan,tt0376076,8.3,2003,"1,979"
114,Raavanan_2010,Raavanan,tt1664806,6.8,2010,"1,905"
114,Mouna Ragam_1986,Mouna Ragam,tt0091559,8.5,1986,"1,319"
114,Anjali_1990,Anjali,tt0099043,8.1,1990,"1,252"
114,Sethu_1999,Sethu,tt0265730,8.1,1999,"1,177"
114,Agni Natchathiram_1988,Agni Natchathiram,tt0094621,7.8,1988,689
114,Dhill_2001,Dhill,tt0375705,7.2,2001,360
115,Shutter Island_2010,Shutter Island,tt1130884,8.1,2010,"645,191"
115,The Girl with the Dragon Tattoo_2011,The Girl with the Dragon Tattoo,tt1568346,7.9,2011,"294,525"
115,Whiplash_2014,Whiplash,tt2582802,8.6,2014,"223,340"
115,A Separation_2011,A Separation,tt1832382,8.4,2011,"130,046"
115,The Best Offer_2013,The Best Offer,tt1924396,7.8,2013,"53,916"
115,The Great Beauty_2013,The Great Beauty,tt2358891,7.7,2013,"43,053"
115,Ernest & Celestine_2012,Ernest & Celestine,tt1816518,7.9,2012,"8,953"
115,James Bond_1999,James Bond,tt0255268,5.1,1999,104
117,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
117,Pulp Fiction_1994,Pulp Fiction,tt0110912,8.9,1994,"1,131,283"
117,The Godfather_1972,The Godfather,tt0068646,9.2,1972,"999,414"
117,The Godfather: Part II_1974,The Godfather: Part II,tt0071562,9.1,1974,"672,313"
117,Blade Runner_1982,Blade Runner,tt0083658,8.2,1982,"406,301"
118,No Country for Old Men_2007,No Country for Old Men,tt0477348,8.1,2007,"526,079"
118,District 9_2009,District 9,tt1136608,8,2009,"480,560"
118,Taxi Driver_1976,Taxi Driver,tt0075314,8.4,1976,"431,629"
118,Apocalypse Now_1979,Apocalypse Now,tt0078788,8.5,1979,"393,735"
118,Fargo_1996,Fargo,tt0116282,8.2,1996,"384,627"
118,12 Angry Men_1957,12 Angry Men,tt0050083,8.9,1957,"371,196"
118,Children of Men_2006,Children of Men,tt0206634,7.9,2006,"329,150"
118,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb_1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,8.5,1964,"302,594"
118,In Bruges_2008,In Bruges,tt0780536,8,2008,"275,914"
118,The Exorcist_1973,The Exorcist,tt0070047,8,1973,"258,167"
118,Brokeback Mountain_2005,Brokeback Mountain,tt0388795,7.7,2005,"236,524"
118,Raging Bull_1980,Raging Bull,tt0081398,8.3,1980,"205,225"
118,First Blood_1982,First Blood,tt0083944,7.7,1982,"153,594"
118,Butch Cassidy and the Sundance Kid_1969,Butch Cassidy and the Sundance Kid,tt0064115,8.2,1969,"131,044"
118,Falling Down_1993,Falling Down,tt0106856,7.6,1993,"124,642"
118,A Scanner Darkly_2006,A Scanner Darkly,tt0405296,7.1,2006,"82,488"
118,The Man Who Wasn't There_2001,The Man Who Wasn't There,tt0243133,7.6,2001,"79,168"
118,A Prophet_2009,A Prophet,tt1235166,7.9,2009,"72,124"
118,Dead Man_1995,Dead Man,tt0112817,7.7,1995,"65,797"
118,Stalker_1979,Stalker,tt0079944,8.2,1979,"57,647"
118,Memories of Murder_2003,Memories of Murder,tt0353969,8.1,2003,"52,536"
118,Le Cercle Rouge_1970,Le Cercle Rouge,tt0065531,8.1,1970,"13,150"
118,Bring Me the Head of Alfredo Garcia_1974,Bring Me the Head of Alfredo Garcia,tt0071249,7.6,1974,"12,206"
118,The Yellow Sea_2010,The Yellow Sea,tt1230385,7.4,2010,"9,403"
118,The American Friend_1977,The American Friend,tt0075675,7.4,1977,"7,596"
11ede4d0,Saving Private Ryan_1998,Saving Private Ryan,tt0120815,8.6,1998,"745,869"
11ede4d0,300_2006,300,tt0416449,7.8,2006,"544,654"
11ede4d0,300: Rise of an Empire_2014,300: Rise of an Empire,tt1253863,6.3,2014,"189,338"
11ede4d0,Gangster Squad_2013,Gangster Squad,tt1321870,6.8,2013,"158,782"
11ede4d0,One Day_2011,One Day,tt1563738,7,2011,"89,094"
11ede4d0,A Walk Among the Tombstones_2014,A Walk Among the Tombstones,tt0365907,6.5,2014,"65,933"
11ede4d0,Magic in the Moonlight_2014,Magic in the Moonlight,tt2870756,6.6,2014,"31,294"
11ede4d0,Maps to the Stars_2014,Maps to the Stars,tt2172584,6.3,2014,"19,499"
11ede4d0,Barefoot_2014,Barefoot,tt2355495,6.6,2014,"11,419"
11ede4d0,Baraka_1998,Baraka,tt0176507,7.2,1998,139
12,Titanic_1997,Titanic,tt0120338,7.7,1997,"685,814"
120,The Dark Knight_2008,The Dark Knight,tt0468569,9,2008,"1,427,825"
120,Inception_2010,Inception,tt1375666,8.8,2010,"1,227,049"
120,Forrest Gump_1994,Forrest Gump,tt0109830,8.8,1994,"1,038,780"
120,The Dark Knight Rises_2012,The Dark Knight Rises,tt1345836,8.5,2012,"964,005"
120,Gladiator_2000,Gladiator,tt0172495,8.5,2000,"834,981"
120,Django Unchained_2012,Django Unchained,tt1853728,8.5,2012,"773,733"
120,Saving Private Ryan_1998,Saving Private Ryan,tt0120815,8.6,1998,"745,869"
120,The Departed_2006,The Departed,tt0407887,8.5,2006,"740,755"
120,The Prestige_2006,The Prestige,tt0482571,8.5,2006,"709,771"
120,The Godfather: Part II_1974,The Godfather: Part II,tt0071562,9.1,1974,"672,313"
120,The Green Mile_1999,The Green Mile,tt0120689,8.5,1999,"648,877"
120,Shutter Island_2010,Shutter Island,tt1130884,8.1,2010,"645,191"
120,The Wolf of Wall Street_2013,The Wolf of Wall Street,tt0993846,8.2,2013,"589,883"
120,The Bourne Ultimatum_2007,The Bourne Ultimatum,tt0440963,8.1,2007,"421,857"
120,Catch Me If You Can_2002,Catch Me If You Can,tt0264464,8,2002,"420,866"
120,The Bourne Identity_2002,The Bourne Identity,tt0258463,7.9,2002,"353,697"
120,The Bourne Supremacy_2004,The Bourne Supremacy,tt0372183,7.8,2004,"300,417"
120,Captain Phillips_2013,Captain Phillips,tt1535109,7.9,2013,"283,035"
120,The Da Vinci Code_2006,The Da Vinci Code,tt0382625,6.5,2006,"278,447"
120,The Terminal_2004,The Terminal,tt0362227,7.3,2004,"265,068"
120,Meet the Parents_2000,Meet the Parents,tt0212338,7,2000,"236,963"
120,Ocean's Thirteen_2007,Ocean's Thirteen,tt0496806,6.9,2007,"227,095"
120,The Untouchables_1987,The Untouchables,tt0094226,8,1987,"199,092"
120,Meet the Fockers_2004,Meet the Fockers,tt0290002,6.3,2004,"191,511"
120,Body of Lies_2008,Body of Lies,tt0758774,7.1,2008,"156,901"
120,Revolutionary Road_2008,Revolutionary Road,tt0959337,7.3,2008,"138,786"
